# Wordlist

# DATA
ID	DOCULECT	DOCULECT_IN_SOURCE	GLOTTOCODE	CONCEPTICON_ID	CONCEPT	VALUE	FORM	SOURCE	BVD_ID	COGID	BORROWING	VARIANTS	TOKENS
2276	Luangiua	Luangiua	onto1237	1416	to sit	ŋoho	ŋoho	POLLEX	18088	404			ŋ o h o
2496	Tongan	Tongan	tong1325	1416	to sit	taŋutu	taŋutu	117207	74066	272			t a ŋ u t u
2497	Tongan	Tongan	tong1325	1416	to sit	nofo	nofo	117207	74065	404			n o f o
2741	Rakahanga_Manihiki	Manihiki	raka1237	1416	to sit	noho	noho	Clark-589-2008	153266	404			n o h o
3012	Tikopia	Tikopia	tiko1237	1416	to sit	nofo	nofo	POLLEX	18005	404			n o f o
3239	Sikaiana	Sikaiana	sika1261	1416	to sit	noho	noho	POLLEX	18093	404			n o h o
3523	North_Marquesan	Marquesan	nort2845	1416	to sit	noho	noho	POLLEX	17888	404			n o h o
3810	East_Futunan	Futuna, East	east2447	1416	to sit	nofo	nofo	POLLEX	18060	404			n o f o
4123	Pukapuka	Pukapuka	puka1242	1416	to sit	nōnō	nōnō	Salisbury-152-2005	90803	404		nō	n oː n oː
4340	Mele_Fila	Fila	mele1250	1416	to sit	nofo	nofo	52375	272001	404			n o f o
4539	Ra’ivavae	Ra'ivavae	aust1304	1416	to sit	nohotu	nohotu	Tamaititahio-1213-2015	291200	404			n o h o t u
4784	Tuamotuan	Tuamotu	tuam1242	1416	to sit	noho	noho	POLLEX	18096	404			n o h o
5036	Niuean	Niue	niue1239	1416	to sit	nofo	nofo	POLLEX	18097	404			n o f o
5291	Rurutuan	Rurutuan	aust1304	1416	to sit	noʔo	noʔo	Meyer-128-2005	90799	404			n o ʔ o
5292	Rurutuan	Rurutuan	aust1304	1416	to sit	araʔi	araʔi	Meyer-128-2005	90798	432			a r a ʔ i
5547	Futuna_Aniwa	Futuna-Aniwa	futu1245	1416	to sit	nofo	nofo	POLLEX	18111	404			n o f o
5548	Futuna_Aniwa	Futuna-Aniwa	futu1245	1416	to sit	buku	buku	POLLEX	18006	272			b u k u
5786	Hawaiian	Hawaiian	hawa1245	1416	to sit	noho	noho	71458	17902	404			n o h o
6081	Rarotongan	Rarotongan	raro1241	1416	to sit	no'o	no'o	POLLEX	17908	404			n o ʔ o
6305	Penryhn	Penrhyn	penr1237	1416	to sit	noho	noho	POLLEX	18085	404			n o h o
6557	Nukuria	Nukeria	nuku1259	1416	to sit	noho	noho	Davletshin-1212-2015	290936	404			n o h o
6847	Samoan	Samoan	samo1305	1416	to sit	nofo	nofo	Blust-118-2005	17968	404			n o f o
7114	Rennell_Bellona	Rennellese	renn1242	1416	to sit	noho	noho	POLLEX	18056	404			n o h o
7360	Tuvalu	Nanumea	tuva1244	1416	to sit	noho	noho	29903	192085	404			n o h o
7601	Anuta	Anuta	anut1237	1416	to sit	nopo	nopo	POLLEX	18103	404			n o p o
#
190	Vaeakau_Taumako	Vaeakau-Taumako	pile1238	1585	to sleep	moe	moe	Hovdhaugen-375-2009	89454	150			m o e
446	Wallisian	Uvea, East	wall1257	1585	to sleep	moe	moe	POLLEX	17037	150			m o e
896	Maori	Maori	maor1246	1585	to sleep	moe	moe	Biggs-85-2005	16864	150			m o e
1105	Kapingamarangi	Kapingamarangi	kapi1249	1585	to sleep	khi	khi	POLLEX	168021	220			k h i
1345	Tahitian	Tahitian (Modern)	tahi1242	1585	to sleep	ta'oto	ta'oto	Clark-173-2005	16952	325			t a ʔ o t o
1541	Emae	Emae (Makatea)	emae1237	1585	to sleep	moe	moe	52375	272344	150			m o e
1542	Emae	Emae (Makatea)	emae1237	1585	to sleep	ŋoro	ŋoro	52375	272343	1130			ŋ o r o
1790	Rapanui	Rapanui (Easter Island)	rapa1244	1585	to sleep	moe	moe	POLLEX	17043	150			m o e
2052	Mangareva	Mangareva	mang1401	1585	to sleep	moe	moe	POLLEX	321473	150		moe	m o e
2279	Luangiua	Luangiua	onto1237	1585	to sleep	moe	moe	POLLEX	17017	150			m o e
2500	Tongan	Tongan	tong1325	1585	to sleep	mohe	mohe	117207	16915	150			m o h e
2746	Rakahanga_Manihiki	Manihiki	raka1237	1585	to sleep	moe	moe	Clark-589-2008	153263	150			m o e
3015	Tikopia	Tikopia	tiko1237	1585	to sleep	moe	moe	POLLEX	16934	150			m o e
3241	Sikaiana	Sikaiana	sika1261	1585	to sleep	moe	moe	POLLEX	17022	150			m o e
3526	North_Marquesan	Marquesan	nort2845	1585	to sleep	hiamoe	hiamoe	POLLEX	16817	150			h i a m o e
3813	East_Futunan	Futuna, East	east2447	1585	to sleep	moe	moe	POLLEX	16989	150			m o e
4128	Pukapuka	Pukapuka	puka1242	1585	to sleep	lowi	lowi	Salisbury-152-2005	73958	840			l o w i
4129	Pukapuka	Pukapuka	puka1242	1585	to sleep	momoe	momoe	Salisbury-152-2005	73957	150		moe	m o m o e
4342	Mele_Fila	Fila	mele1250	1585	to sleep	moe	moe	52375	272354	150			m o e
4542	Ra’ivavae	Ra'ivavae	aust1304	1585	to sleep	moe	moe	Tamaititahio-1213-2015	291197	905			m o e
4787	Tuamotuan	Tuamotu	tuam1242	1585	to sleep	moe	moe	POLLEX	17025	150			m o e
5039	Niuean	Niue	niue1239	1585	to sleep	mohe	mohe	POLLEX	17026	150			m o h e
5298	Rurutuan	Rurutuan	aust1304	1585	to sleep	moe	moe	Meyer-128-2005	16907	150			m o e
5551	Futuna_Aniwa	Futuna-Aniwa	futu1245	1585	to sleep	moeroa	moeroa	POLLEX	16935	150			m o e r o a
5790	Hawaiian	Hawaiian	hawa1245	1585	to sleep	moe	moe	71458	16831	150			m o e
6086	Rarotongan	Rarotongan	raro1241	1585	to sleep	moe	moe	POLLEX	16837	150			m o e
6308	Penryhn	Penrhyn	penr1237	1585	to sleep	moe	moe	POLLEX	17014	150			m o e
6560	Nukuria	Nukeria	nuku1259	1585	to sleep	moe	moe	Davletshin-1212-2015	290933	150			m o e
6850	Samoan	Samoan	samo1305	1585	to sleep	moe	moe	Blust-118-2005	16897	150			m o e
7117	Rennell_Bellona	Rennellese	renn1242	1585	to sleep	moe	moe	POLLEX	16985	150			m o e
7364	Tuvalu	Nanumea	tuva1244	1585	to sleep	moe	moe	29903	192082	150			m o e
7604	Anuta	Anuta	anut1237	1585	to sleep	moe	moe	POLLEX	146304	150			m o e
#
213	Vaeakau_Taumako	Vaeakau-Taumako	pile1238	1586	to sniff, smell	namu	namu	Hovdhaugen-375-2009	89437	838			n a m u
472	Wallisian	Uvea, East	wall1257	1586	to sniff, smell	hogi	hogi	POLLEX	10254	1412			h o g i
915	Maori	Maori	maor1246	1586	to sniff, smell	hongi	hongi	Biggs-85-2005	10081	1412			h o ŋ i
1127	Kapingamarangi	Kapingamarangi	kapi1249	1586	to sniff, smell	tuŋu	tuŋu	POLLEX	171940	894			t u ŋ u
1128	Kapingamarangi	Kapingamarangi	kapi1249	1586	to sniff, smell	hongi	hongi	POLLEX	10213	1412			h o ŋ i
1365	Tahitian	Tahitian (Modern)	tahi1242	1586	to sniff, smell	ho'i	ho'i	Clark-173-2005	88690	1412			h o ʔ i
1366	Tahitian	Tahitian (Modern)	tahi1242	1586	to sniff, smell	hau'a	hau'a	Clark-173-2005	88689	151			h a u ʔ a
1560	Emae	Emae (Makatea)	emae1237	1586	to sniff, smell	saŋotia	saŋotia	52375	275926	1453			s a ŋ o t i a
1810	Rapanui	Rapanui (Easter Island)	rapa1244	1586	to sniff, smell	hogi	hogi	POLLEX	133578	1412		hoŋi	h o g i
2075	Mangareva	Mangareva	mang1401	1586	to sniff, smell	'ongi	'ongi	POLLEX	321453	1412		'ogi	ʔ o ŋ i
2298	Luangiua	Luangiua	onto1237	1586	to sniff, smell	vei/soŋi	soŋi	POLLEX	10234	1412			s o ŋ i
2521	Tongan	Tongan	tong1325	1586	to sniff, smell	nāmuʔi	nāmuʔi	117207	10132	838			n aː m u ʔ i
2771	Rakahanga_Manihiki	Manihiki	raka1237	1586	to sniff, smell	haunga	haunga	Clark-589-2008	153415	1412		fakahongi // hongi	h a u ŋ a
3038	Tikopia	Tikopia	tiko1237	1586	to sniff, smell	songi	songi	POLLEX	10151	1412			s o ŋ i
3260	Sikaiana	Sikaiana	sika1261	1586	to sniff, smell	saona	saona	POLLEX	145934	1412			s a o n a
3261	Sikaiana	Sikaiana	sika1261	1586	to sniff, smell	sunu	sunu	POLLEX	145933	910			s u n u
3549	North_Marquesan	Marquesan	nort2845	1586	to sniff, smell	hone	hone	POLLEX	88683	1412		hoki	h o n e
3843	East_Futunan	Futuna, East	east2447	1586	to sniff, smell	sogi	sogi	POLLEX	10206	1412			s o g i
4153	Pukapuka	Pukapuka	puka1242	1586	to sniff, smell	yongi	yongi	Salisbury-152-2005	10148	1412			j o ŋ i
4359	Mele_Fila	Fila	mele1250	1586	to sniff, smell	sunoŋoa	sunoŋoa	52375	275935	1453			s u n o ŋ o a
4560	Ra’ivavae	Ra'ivavae	aust1304	1586	to sniff, smell	hauʔa	hauʔa	Tamaititahio-1213-2015	291179	151			h a u ʔ a
4810	Tuamotuan	Tuamotu	tuam1242	1586	to sniff, smell	hoŋi	hoŋi	POLLEX	10242	1412			h o ŋ i
5059	Niuean	Niue	niue1239	1586	to sniff, smell	hoŋi	hoŋi	POLLEX	10243	1412			h o ŋ i
5319	Rurutuan	Rurutuan	aust1304	1586	to sniff, smell	ʔauʔa	ʔauʔa	Meyer-128-2005	10124	151			ʔ a u ʔ a
5573	Futuna_Aniwa	Futuna-Aniwa	futu1245	1586	to sniff, smell	soŋi	soŋi	POLLEX	10257	1412			s o ŋ i
5574	Futuna_Aniwa	Futuna-Aniwa	futu1245	1586	to sniff, smell	namuia	namuia	POLLEX	10152	838			n a m u i a
5811	Hawaiian	Hawaiian	hawa1245	1586	to sniff, smell	honi	honi	71458	10048	1412			h o n i
6110	Rarotongan	Rarotongan	raro1241	1586	to sniff, smell	'ongi	'ongi	POLLEX	10054	1412			ʔ o ŋ i
6326	Penryhn	Penrhyn	penr1237	1586	to sniff, smell	songi	songi	POLLEX	10231	1412			s o ŋ i
6584	Nukuria	Nukeria	nuku1259	1586	to sniff, smell	hunu	hunu	Davletshin-1212-2015	290920	910		sunu	h u n u
6876	Samoan	Samoan	samo1305	1586	to sniff, smell	soŋi	soŋi	Blust-118-2005	10114	1412			s o ŋ i
7139	Rennell_Bellona	Rennellese	renn1242	1586	to sniff, smell	puìa	puìa	POLLEX	10202	910			p u ʔ i a
7386	Tuvalu	Nanumea	tuva1244	1586	to sniff, smell	hogi	hogi	29903	192256	1412		mahogi	h o g i
7622	Anuta	Anuta	anut1237	1586	to sniff, smell	nanamu	nanamu	POLLEX	146295	838			n a n a m u
#
204	Vaeakau_Taumako	Vaeakau-Taumako	pile1238	1440	to spit	phuia	phuia	Hovdhaugen-375-2009	89793	382			p h u i a
205	Vaeakau_Taumako	Vaeakau-Taumako	pile1238	1440	to spit	ivalea	ivalea	Hovdhaugen-375-2009	89792	473			i v a l e a
462	Wallisian	Uvea, East	wall1257	1440	to spit	anu	anu	POLLEX	89274	357		aanu	a n u
463	Wallisian	Uvea, East	wall1257	1440	to spit	puàki	puàki	POLLEX	89272	405			p u ʔ a k i
464	Wallisian	Uvea, East	wall1257	1440	to spit	kisu	kisu	POLLEX	89271	357			k i s u
908	Maori	Maori	maor1246	1440	to spit	tuha	tuha	Biggs-85-2005	12580	478			t u h a
1118	Kapingamarangi	Kapingamarangi	kapi1249	1440	to spit	pui	pui	POLLEX	168018	382			p u i
1358	Tahitian	Tahitian (Modern)	tahi1242	1440	to spit	tutuha	tutuha	Clark-173-2005	12668	478			t u t u h a
1553	Emae	Emae (Makatea)	emae1237	1440	to spit	nusi	nusi	52375	273409	357			n u s i
1802	Rapanui	Rapanui (Easter Island)	rapa1244	1440	to spit	aanu	aanu	POLLEX	133580	357		àànu	aː n u
2067	Mangareva	Mangareva	mang1401	1440	to spit	kae	kae	POLLEX	321460	555			k a e
2068	Mangareva	Mangareva	mang1401	1440	to spit	anuanu	anuanu	POLLEX	12734	357			a n u a n u
2291	Luangiua	Luangiua	onto1237	1440	to spit	saavale	saavale	POLLEX	90510	461			s aː v a l e
2514	Tongan	Tongan	tong1325	1440	to spit	ʔanuhi	ʔanuhi	117207	12631	357			ʔ a n u h i
2762	Rakahanga_Manihiki	Manihiki	raka1237	1440	to spit	huuvare	huuvare	Clark-589-2008	153614	461			h uː v a r e
2763	Rakahanga_Manihiki	Manihiki	raka1237	1440	to spit	puaki	puaki	Clark-589-2008	153252	405			p u a k i
3031	Tikopia	Tikopia	tiko1237	1440	to spit	aanu	aanu	POLLEX	12650	357			aː n u
3253	Sikaiana	Sikaiana	sika1261	1440	to spit	sāvale	sāvale	POLLEX	145939	461			s aː v a l e
3540	North_Marquesan	Marquesan	nort2845	1440	to spit	tufa	tufa	POLLEX	12533	478			t u f a
3834	East_Futunan	Futuna, East	east2447	1440	to spit	àànu	àànu	POLLEX	88906	357			ʔ a ʔ a n u
3835	East_Futunan	Futuna, East	east2447	1440	to spit	kisu	kisu	POLLEX	88905	357			k i s u
4144	Pukapuka	Pukapuka	puka1242	1440	to spit	yuuvale	yuuvale	Salisbury-152-2005	73183	473			j uː v a l e
4145	Pukapuka	Pukapuka	puka1242	1440	to spit	puaki	puaki	Salisbury-152-2005	73182	405			p u a k i
4352	Mele_Fila	Fila	mele1250	1440	to spit	tanue	tanue	52375	273419	1359			t a n u e
4553	Ra’ivavae	Ra'ivavae	aust1304	1440	to spit	tūtuha	tūtuha	Tamaititahio-1213-2015	291186	478			t uː t u h a
4801	Tuamotuan	Tuamotu	tuam1242	1440	to spit	tufa	tufa	POLLEX	88909	478		tuha	t u f a
4802	Tuamotuan	Tuamotu	tuam1242	1440	to spit	anu	anu	POLLEX	88907	357			a n u
5051	Niuean	Niue	niue1239	1440	to spit	anu	anu	POLLEX	12742	357			a n u
5312	Rurutuan	Rurutuan	aust1304	1440	to spit	tutuʔa	tutuʔa	Meyer-128-2005	12623	478			t u t u ʔ a
5566	Futuna_Aniwa	Futuna-Aniwa	futu1245	1440	to spit	saavari-a	saavari-a	POLLEX	12756	461		savari	s aː v a r i a
5802	Hawaiian	Hawaiian	hawa1245	1440	to spit	kuha	kuha	71458	251530	478			k u h a
5803	Hawaiian	Hawaiian	hawa1245	1440	to spit	pupuhi	pupuhi	71458	12547	382			p u p u h i
6102	Rarotongan	Rarotongan	raro1241	1440	to spit	puaki	puaki	POLLEX	88881	405			p u a k i
6319	Penryhn	Penrhyn	penr1237	1440	to spit	suupee	suupee	POLLEX	90554	478			s uː p eː
6577	Nukuria	Nukeria	nuku1259	1440	to spit	saavare	saavare	Davletshin-1212-2015	290926	461		haavare	s aː v a r e
6867	Samoan	Samoan	samo1305	1440	to spit	anu	anu	Blust-118-2005	12613	357			a n u
7131	Rennell_Bellona	Rennellese	renn1242	1440	to spit	ŋaʔesu	ŋaʔesu	POLLEX	146552	433			ŋ a ʔ e s u
7378	Tuvalu	Nanumea	tuva1244	1440	to spit	puhi	puhi	29903	192258	382			p u h i
7379	Tuvalu	Nanumea	tuva1244	1440	to spit	anu	anu	29903	192257	357			a n u
7615	Anuta	Anuta	anut1237	1440	to spit	anu	anu	POLLEX	12748	357			a n u
#
153	Vaeakau_Taumako	Vaeakau-Taumako	pile1238	1437	to split	mahaa	mahaa	Hovdhaugen-375-2009	92398	965		hangaa	m a h aː
405	Wallisian	Uvea, East	wall1257	1437	to split	ta'aga	ta'aga	POLLEX	167999	1256			t a ʔ a g a
864	Maori	Maori	maor1246	1437	to split	waawaahi	waawaahi	Biggs-85-2005	28288	813			w aː w aː h i
1068	Kapingamarangi	Kapingamarangi	kapi1249	1437	to split	mahaa	mahaa	POLLEX	90448	965			m a h aː
1308	Tahitian	Tahitian (Modern)	tahi1242	1437	to split	vaahi	vaahi	Clark-173-2005	28376	813			v aː h i
1512	Emae	Emae (Makatea)	emae1237	1437	to split	tafaia	tafaia	52375	276075	813			t a f a i a
1749	Rapanui	Rapanui (Easter Island)	rapa1244	1437	to split	ihi	ihi	POLLEX	133582	1236			i h i
1750	Rapanui	Rapanui (Easter Island)	rapa1244	1437	to split	gaha	gaha	POLLEX	133581	965		ŋahaa	g a h a
2008	Mangareva	Mangareva	mang1401	1437	to split	a'ae	a'ae	POLLEX	321504	543			a ʔ a e
2240	Luangiua	Luangiua	onto1237	1437	to split	vahi	vahi	POLLEX	90516	813			v a h i
2466	Tongan	Tongan	tong1325	1437	to split	fahi	fahi	117207	28339	813			f a h i
2690	Rakahanga_Manihiki	Manihiki	raka1237	1437	to split	hakamangamanga	hakamangamanga	Clark-589-2008	153441	629		hakakee // tete	h a k a m a ŋ a m a ŋ a
2691	Rakahanga_Manihiki	Manihiki	raka1237	1437	to split	vaahi	vaahi	Clark-589-2008	153439	813			v aː h i
2970	Tikopia	Tikopia	tiko1237	1437	to split	faa/i	faa	POLLEX	28358	965			f aː
3207	Sikaiana	Sikaiana	sika1261	1437	to split	vae	vae	POLLEX	145967	813			v a e
3208	Sikaiana	Sikaiana	sika1261	1437	to split	hā	hā	POLLEX	145966	965			h aː
3475	North_Marquesan	Marquesan	nort2845	1437	to split	koava	koava	POLLEX	28241	732			k o a v a
3765	East_Futunan	Futuna, East	east2447	1437	to split	fakapaisi	fakapaisi	POLLEX	90869	813			f a k a p a i s i
4085	Pukapuka	Pukapuka	puka1242	1437	to split	vavayi	vavayi	Salisbury-152-2005	75890	813		vayi	v a v a j i
4314	Mele_Fila	Fila	mele1250	1437	to split	tapasia	tapasia	52375	276084	813			t a p a s i a
4511	Ra’ivavae	Ra'ivavae	aust1304	1437	to split	pāhaGa	pāhaGa	Tamaititahio-1213-2015	291227	900			p aː h a ɢ a
4740	Tuamotuan	Tuamotu	tuam1242	1437	to split	tapahi	tapahi	POLLEX	92371	813			t a p a h i
4741	Tuamotuan	Tuamotu	tuam1242	1437	to split	maataataa	maataataa	POLLEX	92370	923			m aː t aː t aː
4996	Niuean	Niue	niue1239	1437	to split	matofi/ua	matofi	POLLEX	28450	1236			m a t o f i
5254	Rurutuan	Rurutuan	aust1304	1437	to split	piʔi ai	piʔi ai	Meyer-128-2005	92356	997		taatuʔaʔa	p i ʔ i a i
5255	Rurutuan	Rurutuan	aust1304	1437	to split	naʔaʔa	naʔaʔa	Meyer-128-2005	92355	965			n a ʔ a ʔ a
5256	Rurutuan	Rurutuan	aust1304	1437	to split	vaavaaʔi	vaavaaʔi	Meyer-128-2005	92353	813		vaaʔi	v aː v aː ʔ i
5507	Futuna_Aniwa	Futuna-Aniwa	futu1245	1437	to split	tapasi/a	tapasi	POLLEX	28464	813		fasia	t a p a s i
5755	Hawaiian	Hawaiian	hawa1245	1437	to split	wāhi	wāhi	71458	28255	813			w aː h i
6025	Rarotongan	Rarotongan	raro1241	1437	to split	tapaì	tapaì	POLLEX	92345	813			t a p a ʔ i
6026	Rarotongan	Rarotongan	raro1241	1437	to split	vaaì	vaaì	POLLEX	92344	813			v aː ʔ i
6027	Rarotongan	Rarotongan	raro1241	1437	to split	ngaàa	ngaàa	POLLEX	92343	965			ŋ a ʔ a a
6273	Penryhn	Penrhyn	penr1237	1437	to split	ŋa/haa	haa	POLLEX	28438	965			h aː
6513	Nukuria	Nukeria	nuku1259	1437	to split	ttohi	ttohi	Davletshin-1212-2015	291111	1311			t t o h i
6514	Nukuria	Nukeria	nuku1259	1437	to split	hhaa	hhaa	Davletshin-1212-2015	291110	965			h h aː
6812	Samoan	Samoan	samo1305	1437	to split	matofi	matofi	Blust-118-2005	153208	1236		isi	m a t o f i
7070	Rennell_Bellona	Rennellese	renn1242	1437	to split	hahaʔa	hahaʔa	POLLEX	146569	1080			h a h a ʔ a
7334	Tuvalu	Nanumea	tuva1244	1437	to split	ihi	ihi	29903	192107	1236			i h i
7568	Anuta	Anuta	anut1237	1437	to split	pai	pai	POLLEX	146318	813		papai	p a i
#
142	Vaeakau_Taumako	Vaeakau-Taumako	pile1238	1414	to squeeze	vakaia	vakaia	Hovdhaugen-375-2009	92658	362			v a k a i a
143	Vaeakau_Taumako	Vaeakau-Taumako	pile1238	1414	to squeeze	tauia	tauia	Hovdhaugen-375-2009	92657	317			t a u i a
397	Wallisian	Uvea, East	wall1257	1414	to squeeze	fota	fota	POLLEX	92647	1337			f o t a
856	Maori	Maori	maor1246	1414	to squeeze	kotee	kotee	Biggs-85-2005	31144	1362			k o t eː
1062	Kapingamarangi	Kapingamarangi	kapi1249	1414	to squeeze	hakapui	hakapui	POLLEX	168024	1377			h a k a p u i
1300	Tahitian	Tahitian (Modern)	tahi1242	1414	to squeeze	'u'umu	'u'umu	Clark-173-2005	31232	966			ʔ u ʔ u m u
1509	Emae	Emae (Makatea)	emae1237	1414	to squeeze	toβia	toβia	52375	276403	371			t o β i a
1740	Rapanui	Rapanui (Easter Island)	rapa1244	1414	to squeeze	gatu	gatu	POLLEX	133583	441			g a t u
2000	Mangareva	Mangareva	mang1401	1414	to squeeze	kukumu	kukumu	POLLEX	321511	966			k u k u m u
2232	Luangiua	Luangiua	onto1237	1414	to squeeze	lomi	lomi	POLLEX	31297	152			l o m i
2458	Tongan	Tongan	tong1325	1414	to squeeze	tatau	tatau	117207	31195	317			t a t a u
2682	Rakahanga_Manihiki	Manihiki	raka1237	1414	to squeeze	tatau	tatau	Clark-589-2008	153513	317			t a t a u
2683	Rakahanga_Manihiki	Manihiki	raka1237	1414	to squeeze	roromi	roromi	Clark-589-2008	153512	152			r o r o m i
2684	Rakahanga_Manihiki	Manihiki	raka1237	1414	to squeeze	hakaoo	hakaoo	Clark-589-2008	153511	1377			h a k a oː
2961	Tikopia	Tikopia	tiko1237	1414	to squeeze	ku/kumi/	kumi	POLLEX	31214	358			k u m i
3198	Sikaiana	Sikaiana	sika1261	1414	to squeeze	k/kumi/	kumi	POLLEX	31302	358			k u m i
3463	North_Marquesan	Marquesan	nort2845	1414	to squeeze	'omi	'omi	POLLEX	92590	152			ʔ o m i
3464	North_Marquesan	Marquesan	nort2845	1414	to squeeze	koko	koko	POLLEX	92589	1413			k o k o
3465	North_Marquesan	Marquesan	nort2845	1414	to squeeze	hota	hota	POLLEX	92588	1337			h o t a
3754	East_Futunan	Futuna, East	east2447	1414	to squeeze	kukumi	kukumi	POLLEX	92623	358			k u k u m i
4072	Pukapuka	Pukapuka	puka1242	1414	to squeeze	kuku	kuku	Salisbury-152-2005	92611	358		kume	k u k u
4311	Mele_Fila	Fila	mele1250	1414	to squeeze	molia	molia	52375	276411	870			m o l i a
4503	Ra’ivavae	Ra'ivavae	aust1304	1414	to squeeze	GoGomi	GoGomi	Tamaititahio-1213-2015	291235	152			ɢ o ɢ o m i
4731	Tuamotuan	Tuamotu	tuam1242	1414	to squeeze	ŋiŋiti	ŋiŋiti	POLLEX	90662	233			ŋ i ŋ i t i
4987	Niuean	Niue	niue1239	1414	to squeeze	tatau	tatau	POLLEX	92631	317			t a t a u
4988	Niuean	Niue	niue1239	1414	to squeeze	lomi	lomi	POLLEX	92630	152			l o m i
5244	Rurutuan	Rurutuan	aust1304	1414	to squeeze	ʔuʔumu	ʔuʔumu	Meyer-128-2005	92607	966			ʔ u ʔ u m u
5245	Rurutuan	Rurutuan	aust1304	1414	to squeeze	neʔineʔi	neʔineʔi	Meyer-128-2005	92606	209			n e ʔ i n e ʔ i
5499	Futuna_Aniwa	Futuna-Aniwa	futu1245	1414	to squeeze	kumkumia	kumkumia	POLLEX	31215	358			k u m k u m i a
5745	Hawaiian	Hawaiian	hawa1245	1414	to squeeze	'uwī	'uwī	71458	31111	1052			ʔ u w iː
6014	Rarotongan	Rarotongan	raro1241	1414	to squeeze	tatau	tatau	POLLEX	92594	317			t a t a u
6015	Rarotongan	Rarotongan	raro1241	1414	to squeeze	romi	romi	POLLEX	92593	152			r o m i
6265	Penryhn	Penrhyn	penr1237	1414	to squeeze	ro/romi	romi	POLLEX	31294	152			r o m i
6503	Nukuria	Nukeria	nuku1259	1414	to squeeze	ttau	ttau	Davletshin-1212-2015	291033	317			t t a u
6802	Samoan	Samoan	samo1305	1414	to squeeze	ʔoʔomi	ʔoʔomi	Blust-118-2005	31177	358			ʔ o ʔ o m i
7059	Rennell_Bellona	Rennellese	renn1242	1414	to squeeze	kukumi	kukumi	POLLEX	92620	358			k u k u m i
7060	Rennell_Bellona	Rennellese	renn1242	1414	to squeeze	gomi	gomi	POLLEX	92619	152			g o m i
7325	Tuvalu	Nanumea	tuva1244	1414	to squeeze	tau	tau	29903	192290	317			t a u
7326	Tuvalu	Nanumea	tuva1244	1414	to squeeze	lomi	lomi	29903	192289	152			l o m i
7327	Tuvalu	Nanumea	tuva1244	1414	to squeeze	kumi	kumi	29903	192288	358			k u m i
7560	Anuta	Anuta	anut1237	1414	to squeeze	kukumi	kukumi	POLLEX	92646	358			k u k u m i
7561	Anuta	Anuta	anut1237	1414	to squeeze	tatau	tatau	POLLEX	92645	317			t a t a u
#
164	Vaeakau_Taumako	Vaeakau-Taumako	pile1238	1434	to stab, pierce	ukia	ukia	Hovdhaugen-375-2009	89476	98			u k i a
422	Wallisian	Uvea, East	wall1257	1434	to stab, pierce	huki	huki	POLLEX	91648	98			h u k i
423	Wallisian	Uvea, East	wall1257	1434	to stab, pierce	hoka	hoka	POLLEX	91647	1185			h o k a
873	Maori	Maori	maor1246	1434	to stab, pierce	oka	oka	Biggs-85-2005	25075	1185			o k a
1083	Kapingamarangi	Kapingamarangi	kapi1249	1434	to stab, pierce	daalo	daalo	POLLEX	91619	153			d aː l o
1084	Kapingamarangi	Kapingamarangi	kapi1249	1434	to stab, pierce	hugi	hugi	POLLEX	91618	98			h u g i
1318	Tahitian	Tahitian (Modern)	tahi1242	1434	to stab, pierce	paatia	paatia	Clark-173-2005	25163	1414			p aː t i a
1520	Emae	Emae (Makatea)	emae1237	1434	to stab, pierce	laβoa	laβoa	52375	276548	389			l a β o a
1521	Emae	Emae (Makatea)	emae1237	1434	to stab, pierce	sukia	sukia	52375	276547	98			s u k i a
1763	Rapanui	Rapanui (Easter Island)	rapa1244	1434	to stab, pierce	oka	oka	POLLEX	133584	1185			o k a
1764	Rapanui	Rapanui (Easter Island)	rapa1244	1434	to stab, pierce	huki	huki	POLLEX	25254	98			h u k i
2021	Mangareva	Mangareva	mang1401	1434	to stab, pierce	ko	ko	POLLEX	321495	546			k o
2022	Mangareva	Mangareva	mang1401	1434	to stab, pierce	'uki	'uki	POLLEX	25229	98			ʔ u k i
2253	Luangiua	Luangiua	onto1237	1434	to stab, pierce	kalo	kalo	POLLEX	146603	153			k a l o
2254	Luangiua	Luangiua	onto1237	1434	to stab, pierce	koʔi	koʔi	POLLEX	146602	581			k o ʔ i
2475	Tongan	Tongan	tong1325	1434	to stab, pierce	tuiʔi	tuiʔi	117207	91602	1001			t u i ʔ i
2476	Tongan	Tongan	tong1325	1434	to stab, pierce	hoka	hoka	117207	91601	1185			h o k a
2706	Rakahanga_Manihiki	Manihiki	raka1237	1434	to stab, pierce	velo	velo	Clark-589-2008	153583	383		vero	v e l o
2707	Rakahanga_Manihiki	Manihiki	raka1237	1434	to stab, pierce	pupuhi	pupuhi	Clark-589-2008	153582	640			p u p u h i
2708	Rakahanga_Manihiki	Manihiki	raka1237	1434	to stab, pierce	paatiatia	paatiatia	Clark-589-2008	153581	1414			p aː t i a t i a
2985	Tikopia	Tikopia	tiko1237	1434	to stab, pierce	suki	suki	POLLEX	91606	98			s u k i
3217	Sikaiana	Sikaiana	sika1261	1434	to stab, pierce	suki	suki	POLLEX	91624	98			s u k i
3218	Sikaiana	Sikaiana	sika1261	1434	to stab, pierce	sookai	sookai	POLLEX	91623	1185		sooka/i	s oː k a i
