# Wordlist

# DATA
ID	DOCULECT	DOCULECT_IN_SOURCE	GLOTTOCODE	CONCEPTICON_ID	CONCEPT	VALUE	FORM	SOURCE	BVD_ID	COGID	BORROWING	VARIANTS	TOKENS
4260	Mele_Fila	Fila	mele1250	1210	heavy	ma·fa	ma·fa	52375	262616	911			m a f a
4457	Ra’ivavae	Ra'ivavae	aust1304	1210	heavy	toimaha	toimaha	Tamaititahio-1213-2015	291281	911			t o i m a h a
4657	Tuamotuan	Tuamotu	tuam1242	1210	heavy	tuʔatuʔa	tuʔatuʔa	POLLEX	90664	915			t u ʔ a t u ʔ a
4920	Niuean	Niue	niue1239	1210	heavy	mamafa	mamafa	POLLEX	50584	911			m a m a f a
5178	Rurutuan	Rurutuan	aust1304	1210	heavy	tiaʔa	tiaʔa	Meyer-128-2005	50465	911			t i a ʔ a
5436	Futuna_Aniwa	Futuna-Aniwa	futu1245	1210	heavy	mafa	mafa	POLLEX	50598	911		hmafa [ṃafa]	m a f a
5687	Hawaiian	Hawaiian	hawa1245	1210	heavy	kaumaha	kaumaha	71458	50389	911			k a u m a h a
5937	Rarotongan	Rarotongan	raro1241	1210	heavy	teimaà	teimaà	POLLEX	122742	911		tai/maà/ // tei/maà/	t e i m a ʔ a
6211	Penryhn	Penrhyn	penr1237	1210	heavy	taimaha	taimaha	POLLEX	122746	911		tai/mafa	t a i m a h a
6436	Nukuria	Nukeria	nuku1259	1210	heavy	taenaha	taenaha	Davletshin-1212-2015	291003	911			t a e n a h a
6721	Samoan	Samoan	samo1305	1210	heavy	mamafa	mamafa	Blust-118-2005	50455	911			m a m a f a
6994	Rennell_Bellona	Rennellese	renn1242	1210	heavy	mamaha	mamaha	POLLEX	50543	911			m a m a h a
7258	Tuvalu	Nanumea	tuva1244	1210	heavy	mamafa	mamafa	29903	192163	911			m a m a f a
7505	Anuta	Anuta	anut1237	1210	heavy	mamafa	mamafa	POLLEX	50590	911			m a m a f a
#
173	Vaeakau_Taumako	Vaeakau-Taumako	pile1238	1252	house	hale	hale	Hovdhaugen-375-2009	91379	342			h a l e
174	Vaeakau_Taumako	Vaeakau-Taumako	pile1238	1252	house	thaunga	thaunga	Hovdhaugen-375-2009	91378	440			tʰ a u ŋ a
433	Wallisian	Uvea, East	wall1257	1252	house	fale	fale	POLLEX	21678	342			f a l e
883	Maori	Maori	maor1246	1252	house	whare	fare	Biggs-85-2005	21505	342			f a r e
1092	Kapingamarangi	Kapingamarangi	kapi1249	1252	house	hale	hale	POLLEX	21637	342			h a l e
1329	Tahitian	Tahitian (Modern)	tahi1242	1252	house	fare	fare	Clark-173-2005	21593	342			f a r e
1528	Emae	Emae (Makatea)	emae1237	1252	house	fare	fare	52375	281287	342			f a r e
1774	Rapanui	Rapanui (Easter Island)	rapa1244	1252	house	hare	hare	POLLEX	21684	342			h a r e
2035	Mangareva	Mangareva	mang1401	1252	house	'are	'are	POLLEX	321486	342		àre	ʔ a r e
2268	Luangiua	Luangiua	onto1237	1252	house	hale	hale	POLLEX	21658	342			h a l e
2486	Tongan	Tongan	tong1325	1252	house	fale	fale	117207	21556	342			f a l e
2726	Rakahanga_Manihiki	Manihiki	raka1237	1252	house	fare	fare	Clark-589-2008	153274	342			f a r e
3000	Tikopia	Tikopia	tiko1237	1252	house	fare	fare	POLLEX	91363	342			f a r e
3001	Tikopia	Tikopia	tiko1237	1252	house	paito	paito	POLLEX	91362	687			p a i t o
3228	Sikaiana	Sikaiana	sika1261	1252	house	hale	hale	POLLEX	21663	342			h a l e
3507	North_Marquesan	Marquesan	nort2845	1252	house	fa'e	fa'e	POLLEX	91358	342		ha'e	f a ʔ e
3508	North_Marquesan	Marquesan	nort2845	1252	house	aika	aika	POLLEX	91356	1089			a i k a
3798	East_Futunan	Futuna, East	east2447	1252	house	fale	fale	POLLEX	91367	342			f a l e
3799	East_Futunan	Futuna, East	east2447	1252	house	kaaiga	kaaiga	POLLEX	91366	1089			k aː i g a
4110	Pukapuka	Pukapuka	puka1242	1252	house	wale	wale	Salisbury-152-2005	21572	342			w a l e
4330	Mele_Fila	Fila	mele1250	1252	house	te-fare	te-fare	52375	281298	342			t e f a r e
4528	Ra’ivavae	Ra'ivavae	aust1304	1252	house	haGe	haGe	Tamaititahio-1213-2015	291210	342			h a ɢ e
4771	Tuamotuan	Tuamotu	tuam1242	1252	house	hare	hare	POLLEX	91373	342		fare	h a r e
5024	Niuean	Niue	niue1239	1252	house	fale	fale	POLLEX	91375	342			f a l e
5025	Niuean	Niue	niue1239	1252	house	kaina	kaina	POLLEX	91374	1089			k a i n a
5278	Rurutuan	Rurutuan	aust1304	1252	house	ʔare	ʔare	Meyer-128-2005	21548	342			ʔ a r e
5535	Futuna_Aniwa	Futuna-Aniwa	futu1245	1252	house	fare	fare	POLLEX	21576	342			f a r e
5776	Hawaiian	Hawaiian	hawa1245	1252	house	hale	hale	71458	21472	342			h a l e
6066	Rarotongan	Rarotongan	raro1241	1252	house	àre	àre	POLLEX	21478	342			ʔ a r e
6294	Penryhn	Penrhyn	penr1237	1252	house	hare	hare	POLLEX	91371	342			h a r e
6295	Penryhn	Penrhyn	penr1237	1252	house	kaaiŋa	kaaiŋa	POLLEX	91370	1089			k aː i ŋ a
6547	Nukuria	Nukeria	nuku1259	1252	house	hare	hare	Davletshin-1212-2015	290897	342			h a r e
6837	Samoan	Samoan	samo1305	1252	house	fale	fale	Blust-118-2005	21538	342			f a l e
7100	Rennell_Bellona	Rennellese	renn1242	1252	house	hage	hage	POLLEX	21626	342			h a g e
7353	Tuvalu	Nanumea	tuva1244	1252	house	fale	fale	29903	192091	342			f a l e
7589	Anuta	Anuta	anut1237	1252	house	pare	pare	POLLEX	21673	342			p a r e
#
18	Vaeakau_Taumako	Vaeakau-Taumako	pile1238	1239	how?	huahea	huahea	Hovdhaugen-375-2009	89590	194			h u a h e a
261	Wallisian	Uvea, East	wall1257	1239	how?	feafeaì	feafeaì	POLLEX	119435	194		fefeai	f e a f e a ʔ i
735	Maori	Maori	maor1246	1239	how?	peehea	peehea	Biggs-85-2005	68986	194			p eː h e a
959	Kapingamarangi	Kapingamarangi	kapi1249	1239	how?	pehee	pehee	POLLEX	119431	194		be hee	p e h eː
1181	Tahitian	Tahitian (Modern)	tahi1242	1239	how?	naafea	naafea	Clark-173-2005	69074	194			n aː f e a
1411	Emae	Emae (Makatea)	emae1237	1239	how?	fakafeina	fakafeina	52375	277742	194			f a k a f e i n a
1606	Rapanui	Rapanui (Easter Island)	rapa1244	1239	how?	pe hé	pe hé	POLLEX	133552	194		pehe // pehea	p e h ʔ e
1863	Mangareva	Mangareva	mang1401	1239	how?	pe'ea	pe'ea	POLLEX	321441	194			p e ʔ e a
2124	Luangiua	Luangiua	onto1237	1239	how?	pehee	pehee	POLLEX	69139	194			p e h eː
2346	Tongan	Tongan	tong1325	1239	how?	fēfē	fēfē	117207	69037	194			f eː f eː
2562	Rakahanga_Manihiki	Manihiki	raka1237	1239	how?	peehea	peehea	Clark-589-2008	153384	194			p eː h e a
2834	Tikopia	Tikopia	tiko1237	1239	how?	fefea	fefea	POLLEX	69056	194			f e f e a
3086	Sikaiana	Sikaiana	sika1261	1239	how?	pehea	pehea	POLLEX	69144	194			p e h e a
3308	North_Marquesan	Marquesan	nort2845	1239	how?	peehea	peehea	POLLEX	68939	194			p eː h e a
3604	East_Futunan	Futuna, East	east2447	1239	how?	fefeàki	fefeàki	POLLEX	119429	194		fefe'aki // fefe'eki // feefee/àki	f e f e ʔ a k i
3912	Pukapuka	Pukapuka	puka1242	1239	how?	pēwea	pēwea	Salisbury-152-2005	69053	194			p eː w e a
4211	Mele_Fila	Fila	mele1250	1239	how?	efia	efia	52375	277750	194			e f i a
4405	Ra’ivavae	Ra'ivavae	aust1304	1239	how?	nā hea	nā hea	Tamaititahio-1213-2015	291327	194			n aː h e a
4865	Niuean	Niue	niue1239	1239	how?	pehe	pehe	POLLEX	119433	194		feefee	p e h e
5112	Rurutuan	Rurutuan	aust1304	1239	how?	naaʔea	naaʔea	Meyer-128-2005	69029	194			n aː ʔ e a
5368	Futuna_Aniwa	Futuna-Aniwa	futu1245	1239	how?	pekua	pekua	POLLEX	69057	194			p e k u a
5624	Hawaiian	Hawaiian	hawa1245	1239	how?	pehea	pehea	71458	68953	194			p e h e a
5862	Rarotongan	Rarotongan	raro1241	1239	how?	pèea	pèea	POLLEX	68959	194			p e ʔ e a
6162	Penryhn	Penrhyn	penr1237	1239	how?	peehea	peehea	POLLEX	69136	194			p eː h e a
6372	Nukuria	Nukeria	nuku1259	1239	how?	peehea	peehea	Davletshin-1212-2015	290966	194			p eː h e a
6634	Samoan	Samoan	samo1305	1239	how?	faʔapēfea	faʔapēfea	Blust-118-2005	69019	194			f a ʔ a p eː f e a
6925	Rennell_Bellona	Rennellese	renn1242	1239	how?	pehea	pehea	POLLEX	69107	194			p e h e a
7190	Tuvalu	Nanumea	tuva1244	1239	how?	peehea	peehea	29903	192213	194			p eː h e a
7446	Anuta	Anuta	anut1237	1239	how?	pepeeki	pepeeki	POLLEX	69154	194			p e p eː k i
#
178	Vaeakau_Taumako	Vaeakau-Taumako	pile1238	1200	husband	te matua	te matua	Hovdhaugen-375-2009	91225	747			t e m a t u a
179	Vaeakau_Taumako	Vaeakau-Taumako	pile1238	1200	husband	pengi	pengi	Hovdhaugen-375-2009	91224	450			p e ŋ i
887	Maori	Maori	maor1246	1200	husband	taane	taane	Biggs-85-2005	20077	343			t aː n e
1335	Tahitian	Tahitian (Modern)	tahi1242	1200	husband	taane	taane	Clark-173-2005	20165	343			t aː n e
1533	Emae	Emae (Makatea)	emae1237	1200	husband	matua	matua	52375	280506	747			m a t u a
1779	Rapanui	Rapanui (Easter Island)	rapa1244	1200	husband	kenu	kenu	POLLEX	130649	448			k e n u
2040	Mangareva	Mangareva	mang1401	1200	husband	a'ana	a'ana	POLLEX	321482	300			a ʔ a n a
2490	Tongan	Tongan	tong1325	1200	husband	mali	mali	117207	20128	602			m a l i
2732	Rakahanga_Manihiki	Manihiki	raka1237	1200	husband	tokotua	tokotua	Clark-589-2008	153590	1297			t o k o t u a
2733	Rakahanga_Manihiki	Manihiki	raka1237	1200	husband	taane	taane	Clark-589-2008	153589	343			t aː n e
3512	North_Marquesan	Marquesan	nort2845	1200	husband	hahana	hahana	POLLEX	20030	328			h a h a n a
3803	East_Futunan	Futuna, East	east2447	1200	husband	àavaga	àavaga	POLLEX	20202	300			ʔ a a v a g a
4114	Pukapuka	Pukapuka	puka1242	1200	husband	tāne	tāne	Salisbury-152-2005	20144	343			t aː n e
4334	Mele_Fila	Fila	mele1250	1200	husband	taŋata	taŋata	52375	280515	585			t a ŋ a t a
4532	Ra’ivavae	Ra'ivavae	aust1304	1200	husband	tāne	tāne	Tamaititahio-1213-2015	291206	343			t aː n e
4775	Tuamotuan	Tuamotu	tuam1242	1200	husband	taane	taane	POLLEX	20238	343			t aː n e
5029	Niuean	Niue	niue1239	1200	husband	taane	taane	POLLEX	20239	343			t aː n e
5284	Rurutuan	Rurutuan	aust1304	1200	husband	taane	taane	Meyer-128-2005	20120	343			t aː n e
5541	Futuna_Aniwa	Futuna-Aniwa	futu1245	1200	husband	tangata	tangata	POLLEX	20148	585			t a ŋ a t a
5780	Hawaiian	Hawaiian	hawa1245	1200	husband	kāne	kāne	71458	20044	343			k aː n e
6071	Rarotongan	Rarotongan	raro1241	1200	husband	taane	taane	POLLEX	20050	343			t aː n e
6298	Penryhn	Penrhyn	penr1237	1200	husband	taane	taane	POLLEX	90561	343			t aː n e
6551	Nukuria	Nukeria	nuku1259	1200	husband	aavana	aavana	Davletshin-1212-2015	290893	300			aː v a n a
6841	Samoan	Samoan	samo1305	1200	husband	tāne	tāne	Blust-118-2005	20110	343			t aː n e
7105	Rennell_Bellona	Rennellese	renn1242	1200	husband	matuà	matuà	POLLEX	20198	747			m a t u ʔ a
7594	Anuta	Anuta	anut1237	1200	husband	matua	matua	POLLEX	254234	747			m a t u a
#
19	Vaeakau_Taumako	Vaeakau-Taumako	pile1238	1459	if	plā	plā	Hovdhaugen-375-2009	147369	476			p l aː
736	Maori	Maori	maor1246	1459	if	me (hemea)	me	Biggs-85-2005	68629	955			m e
1182	Tahitian	Tahitian (Modern)	tahi1242	1459	if	'ia	'ia	Clark-173-2005	68717	229			ʔ i a
1412	Emae	Emae (Makatea)	emae1237	1459	if	ka	ka	52375	277787	39			k a
1607	Rapanui	Rapanui (Easter Island)	rapa1244	1459	if	ana	ana	POLLEX	68808	1090			a n a
2125	Luangiua	Luangiua	onto1237	1459	if	po/i	po	POLLEX	90539	456			p o
2347	Tongan	Tongan	tong1325	1459	if	ka[pau]	ka	117207	68680	39			k a
2563	Rakahanga_Manihiki	Manihiki	raka1237	1459	if	naringa	naringa	Clark-589-2008	153383	611			n a r i ŋ a
2835	Tikopia	Tikopia	tiko1237	1459	if	ka	ka	POLLEX	90634	39			k a
3087	Sikaiana	Sikaiana	sika1261	1459	if	pela	pela	POLLEX	145937	647			p e l a
3088	Sikaiana	Sikaiana	sika1261	1459	if	hano	hano	POLLEX	145936	1205			h a n o
3309	North_Marquesan	Marquesan	nort2845	1459	if	me	me	POLLEX	68582	955			m e
3605	East_Futunan	Futuna, East	east2447	1459	if	kapau	kapau	POLLEX	90899	39			k a p a u
3606	East_Futunan	Futuna, East	east2447	1459	if	pee	pee	POLLEX	90427	647			p eː
3913	Pukapuka	Pukapuka	puka1242	1459	if	pī	pī	Salisbury-152-2005	123168	647		pē	p iː
3914	Pukapuka	Pukapuka	puka1242	1459	if	mē	mē	Salisbury-152-2005	123167	955			m eː
4212	Mele_Fila	Fila	mele1250	1459	if	ŋousia	ŋousia	52375	277793	847			ŋ o u s i a
5113	Rurutuan	Rurutuan	aust1304	1459	if	ʔaʔiri	ʔaʔiri	Meyer-128-2005	118900	978		ʔia	ʔ a ʔ i r i
5114	Rurutuan	Rurutuan	aust1304	1459	if	mai te paʔau	mai te paʔau	Meyer-128-2005	118898	1076		mai te peu // mai te mea	m a i t e p a ʔ a u
5369	Futuna_Aniwa	Futuna-Aniwa	futu1245	1459	if	pe	pe	POLLEX	68700	647			p e
5625	Hawaiian	Hawaiian	hawa1245	1459	if	inā	inā	71458	68596	1205			i n aː
5863	Rarotongan	Rarotongan	raro1241	1459	if	me	me	POLLEX	68602	955			m e
6373	Nukuria	Nukeria	nuku1259	1459	if	ki mee	ki mee	Davletshin-1212-2015	290965	955			k i m eː
6635	Samoan	Samoan	samo1305	1459	if	'afai	'afai	Blust-118-2005	153213	39			ʔ a f a i
6636	Samoan	Samoan	samo1305	1459	if	ʔa|na	ʔana	Blust-118-2005	68662	1090			ʔ a n a
6926	Rennell_Bellona	Rennellese	renn1242	1459	if	poi	poi	POLLEX	146561	456			p o i
7191	Tuvalu	Nanumea	tuva1244	1459	if	me he mea	me he mea	29903	192382	955			m e h e m e a
7192	Tuvalu	Nanumea	tuva1244	1459	if	mana	mana	29903	192381	1205			m a n a
7193	Tuvalu	Nanumea	tuva1244	1459	if	kaafai	kaafai	29903	192380	39			k aː f a i
7194	Tuvalu	Nanumea	tuva1244	1459	if	kaa	kaa	29903	192379	39			k aː
7447	Anuta	Anuta	anut1237	1459	if	pe	pe	POLLEX	146310	647			p e
#
762	Maori	Maori	maor1246	1460	in, inside	i roto	i roto	Biggs-85-2005	61846	956			i r o t o
980	Kapingamarangi	Kapingamarangi	kapi1249	1460	in, inside	lodo	lodo	POLLEX	123159	956		roto	l o d o
1207	Tahitian	Tahitian (Modern)	tahi1242	1460	in, inside	i roto	i roto	Clark-173-2005	61934	956			i r o t o
1434	Emae	Emae (Makatea)	emae1237	1460	in, inside	i roto	i roto	52375	277851	956			i r o t o
1631	Rapanui	Rapanui (Easter Island)	rapa1244	1460	in, inside	roto	roto	POLLEX	123161	956			r o t o
1884	Mangareva	Mangareva	mang1401	1460	in, inside	roto	roto	POLLEX	321573	956			r o t o
2147	Luangiua	Luangiua	onto1237	1460	in, inside	loko	loko	POLLEX	90536	956			l o k o
2368	Tongan	Tongan	tong1325	1460	in, inside	ʔi loto	ʔi loto	117207	61897	956			ʔ i l o t o
2589	Rakahanga_Manihiki	Manihiki	raka1237	1460	in, inside	roto	roto	Clark-589-2008	153364	956			r o t o
2859	Tikopia	Tikopia	tiko1237	1460	in, inside	roto	roto	POLLEX	123157	956			r o t o
3109	Sikaiana	Sikaiana	sika1261	1460	in, inside	i loto	i loto	POLLEX	145976	956			i l o t o
3333	North_Marquesan	Marquesan	nort2845	1460	in, inside	'oto	'oto	POLLEX	123153	956		ioo	ʔ o t o
3632	East_Futunan	Futuna, East	east2447	1460	in, inside	loto	loto	POLLEX	61971	956			l o t o
3947	Pukapuka	Pukapuka	puka1242	1460	in, inside	loto	loto	Salisbury-152-2005	61913	956			l o t o
4234	Mele_Fila	Fila	mele1250	1460	in, inside	i roto	i roto	52375	277858	956			i r o t o
4425	Ra’ivavae	Ra'ivavae	aust1304	1460	in, inside	Goto	Goto	Tamaititahio-1213-2015	291313	956			ɢ o t o
4618	Tuamotuan	Tuamotu	tuam1242	1460	in, inside	roto	roto	POLLEX	62007	956			r o t o
4887	Niuean	Niue	niue1239	1460	in, inside	loto	loto	POLLEX	62008	956			l o t o
5140	Rurutuan	Rurutuan	aust1304	1460	in, inside	roto	roto	Meyer-128-2005	61889	956			r o t o
5393	Futuna_Aniwa	Futuna-Aniwa	futu1245	1460	in, inside	weitakoro	weitakoro	POLLEX	61917	1008			w e i t a k o r o
5652	Hawaiian	Hawaiian	hawa1245	1460	in, inside	lo|ko	loko	71458	121157	956			l o k o
5887	Rarotongan	Rarotongan	raro1241	1460	in, inside	roto	roto	POLLEX	61819	956			r o t o
6398	Nukuria	Nukeria	nuku1259	1460	in, inside	i roto	i roto	Davletshin-1212-2015	291064	956		i loto	i r o t o
6663	Samoan	Samoan	samo1305	1460	in, inside	loto	loto	Blust-118-2005	153131	956			l o t o
6664	Samoan	Samoan	samo1305	1460	in, inside	[i]totonu[o]	totonu	Blust-118-2005	61879	1175			t o t o n u
6950	Rennell_Bellona	Rennellese	renn1242	1460	in, inside	goto	goto	POLLEX	61967	956			g o t o
7214	Tuvalu	Nanumea	tuva1244	1460	in, inside	loto	loto	29903	192195	956			l o t o
7469	Anuta	Anuta	anut1237	1460	in, inside	i roto	i roto	POLLEX	146303	956			i r o t o
#
228	Vaeakau_Taumako	Vaeakau-Taumako	pile1238	1991	intestines	ngakau	ngakau	Hovdhaugen-375-2009	89424	244			ŋ a k a u
491	Wallisian	Uvea, East	wall1257	1991	intestines	gaakau	gaakau	POLLEX	5613	244			g aː k a u
928	Maori	Maori	maor1246	1991	intestines	wheekau	feːkau	Biggs-85-2005	5440	244			f eː k a u
1142	Kapingamarangi	Kapingamarangi	kapi1249	1991	intestines	tinae	tinae	POLLEX	5572	40			t i n a e
1379	Tahitian	Tahitian (Modern)	tahi1242	1991	intestines	'aa'au	'aa'au	Clark-173-2005	5528	244			ʔ aː ʔ a u
1573	Emae	Emae (Makatea)	emae1237	1991	intestines	tinae	tinae	52375	263934	40			t i n a e
1825	Rapanui	Rapanui (Easter Island)	rapa1244	1991	intestines	kokoma	kokoma	POLLEX	88885	696			k o k o m a
2090	Mangareva	Mangareva	mang1401	1991	intestines	manava	manava	POLLEX	321413	561			m a n a v a
2312	Luangiua	Luangiua	onto1237	1991	intestines	vaavaa	vaavaa	POLLEX	5593	195			v aː v aː
2534	Tongan	Tongan	tong1325	1991	intestines	ŋākau	ŋākau	117207	5491	244			ŋ aː k a u
2790	Rakahanga_Manihiki	Manihiki	raka1237	1991	intestines	ngaakau	ngaakau	Clark-589-2008	153235	244			ŋ aː k a u
3053	Tikopia	Tikopia	tiko1237	1991	intestines	ngakau	ngakau	POLLEX	5510	244			ŋ a k a u
3274	Sikaiana	Sikaiana	sika1261	1991	intestines	kautae	kautae	POLLEX	145927	244			k a u t a e
3566	North_Marquesan	Marquesan	nort2845	1991	intestines	koekoe	koekoe	POLLEX	5393	696			k o e k o e
3865	East_Futunan	Futuna, East	east2447	1991	intestines	vāvā	vāvā	POLLEX	88320	195			v aː v aː
3866	East_Futunan	Futuna, East	east2447	1991	intestines	tina'e	tina'e	POLLEX	88319	40			t i n a ʔ e
4174	Pukapuka	Pukapuka	puka1242	1991	intestines	taepili	taepili	Salisbury-152-2005	72144	843			t a e p i l i
4175	Pukapuka	Pukapuka	puka1242	1991	intestines	ngākau	ngākau	Salisbury-152-2005	72143	244			ŋ aː k a u
4372	Mele_Fila	Fila	mele1250	1991	intestines	sinae	sinae	52375	263942	40			s i n a e
4573	Ra’ivavae	Ra'ivavae	aust1304	1991	intestines	ʔaviGi	ʔaviGi	Tamaititahio-1213-2015	291166	908			ʔ a v i ɢ i
4829	Tuamotuan	Tuamotu	tuam1242	1991	intestines	ŋaakau	ŋaakau	POLLEX	5601	244			ŋ aː k a u
5075	Niuean	Niue	niue1239	1991	intestines	ŋaakau	ŋaakau	POLLEX	5602	244			ŋ aː k a u
5337	Rurutuan	Rurutuan	aust1304	1991	intestines	ʔaaʔau	ʔaaʔau	Meyer-128-2005	5483	244			ʔ aː ʔ a u
5588	Futuna_Aniwa	Futuna-Aniwa	futu1245	1991	intestines	vava	vava	POLLEX	88324	195		hgavava [ŋ̥avave]	v a v a
5589	Futuna_Aniwa	Futuna-Aniwa	futu1245	1991	intestines	jinae	jinae	POLLEX	88323	40			ʃ i n a e
5825	Hawaiian	Hawaiian	hawa1245	1991	intestines	na'au	na'au	71458	5407	244			n a ʔ a u
6126	Rarotongan	Rarotongan	raro1241	1991	intestines	ngaakau	ngaakau	POLLEX	5413	244			ŋ aː k a u
6337	Penryhn	Penrhyn	penr1237	1991	intestines	ngaakau	ngaakau	POLLEX	90550	244			ŋ aː ʲk a u
6598	Nukuria	Nukeria	nuku1259	1991	intestines	kaatae	kaatae	Davletshin-1212-2015	290880	244			k aː t a e
6891	Samoan	Samoan	samo1305	1991	intestines	ŋāʔau	ŋāʔau	Blust-118-2005	5473	244			ŋ aː ʔ a u
7155	Rennell_Bellona	Rennellese	renn1242	1991	intestines	ɣoɣuɣoɣu	ɣoɣuɣoɣu	POLLEX	146545	738			ɣ o ɣ u ɣ o ɣ u
7406	Tuvalu	Nanumea	tuva1244	1991	intestines	gaakau	gaakau	29903	192052	244			g aː k a u
7636	Anuta	Anuta	anut1237	1991	intestines	taepikopiko	taepikopiko	POLLEX	146289	1292			t a e p i k o p i k o
#
348	Wallisian	Uvea, East	wall1257	624	lake	namo	namo	POLLEX	107839	1217			n a m o
349	Wallisian	Uvea, East	wall1257	624	lake	ano	ano	POLLEX	107838	41		lano	a n o
814	Maori	Maori	maor1246	624	lake	roto	roto	Biggs-85-2005	44710	1091			r o t o
1027	Kapingamarangi	Kapingamarangi	kapi1249	624	lake	roto	roto	POLLEX	44842	1091			r o t o
1259	Tahitian	Tahitian (Modern)	tahi1242	624	lake	roto	roto	Clark-173-2005	44798	1091			r o t o
1695	Rapanui	Rapanui (Easter Island)	rapa1244	624	lake	rano	rano	POLLEX	44889	41			r a n o
1952	Mangareva	Mangareva	mang1401	624	lake	rano	rano	POLLEX	321545	41		rano	r a n o
2418	Tongan	Tongan	tong1325	624	lake	ano	ano	117207	44761	41			a n o
2652	Rakahanga_Manihiki	Manihiki	raka1237	624	lake	roto	roto	Clark-589-2008	153320	1091			r o t o
2920	Tikopia	Tikopia	tiko1237	624	lake	roto	roto	POLLEX	90624	1091			r o t o
3407	North_Marquesan	Marquesan	nort2845	624	lake	vai óto	vai óto	POLLEX	44663	1091			v a i ʔ o t o
3700	East_Futunan	Futuna, East	east2447	624	lake	namo	namo	POLLEX	44835	1217			n a m o
4016	Pukapuka	Pukapuka	puka1242	624	lake	loto	loto	Salisbury-152-2005	44777	1091			l o t o
4277	Mele_Fila	Fila	mele1250	624	lake	kapu	kapu	52375	259060	857			k a p u
4684	Tuamotuan	Tuamotu	tuam1242	624	lake	roto	roto	POLLEX	107834	1091			r o t o
4685	Tuamotuan	Tuamotu	tuam1242	624	lake	rano	rano	POLLEX	107833	41			r a n o
4939	Niuean	Niue	niue1239	624	lake	namo	namo	POLLEX	107836	1217			n a m o
4940	Niuean	Niue	niue1239	624	lake	loto	loto	POLLEX	107835	1091			l o t o
5197	Rurutuan	Rurutuan	aust1304	624	lake	roto	roto	Meyer-128-2005	44753	1091			r o t o
5457	Futuna_Aniwa	Futuna-Aniwa	futu1245	624	lake	namo	namo	POLLEX	44781	1217			n a m o
5705	Hawaiian	Hawaiian	hawa1245	624	lake	loko	loko	71458	44677	1091			l o k o
5962	Rarotongan	Rarotongan	raro1241	624	lake	roto	roto	POLLEX	44683	1091			r o t o
6746	Samoan	Samoan	samo1305	624	lake	loto	loto	Blust-118-2005	216811	1091			l o t o
6747	Samoan	Samoan	samo1305	624	lake	lano	lano	Blust-118-2005	44743	41			l a n o
7014	Rennell_Bellona	Rennellese	renn1242	624	lake	goto	goto	POLLEX	107832	1091			g o t o
7015	Rennell_Bellona	Rennellese	renn1242	624	lake	gano	gano	POLLEX	107831	41			g a n o
7279	Tuvalu	Nanumea	tuva1244	624	lake	tai hala	tai hala	29903	192148	1267			t a i h a l a
#
114	Vaeakau_Taumako	Vaeakau-Taumako	pile1238	628	leaf	lau	lau	Hovdhaugen-375-2009	89515	42			l a u
363	Wallisian	Uvea, East	wall1257	628	leaf	lau	lau	POLLEX	40599	42			l a u
829	Maori	Maori	maor1246	628	leaf	rau	rau	Biggs-85-2005	40426	42			r a u
1038	Kapingamarangi	Kapingamarangi	kapi1249	628	leaf	rou	rou	POLLEX	105307	42		lau // rau	r o u
1272	Tahitian	Tahitian (Modern)	tahi1242	628	leaf	rau'ere	rau'ere	Clark-173-2005	77790	42		rao'ere	r a u ʔ e r e
1487	Emae	Emae (Makatea)	emae1237	628	leaf	raurau	raurau	52375	284063	42			r a u r a u
1709	Rapanui	Rapanui (Easter Island)	rapa1244	628	leaf	raupá	raupá	POLLEX	133556	42		rau/pa // rau	r a u p a
1966	Mangareva	Mangareva	mang1401	628	leaf	rau	rau	POLLEX	321534	42		rau	r a u
2207	Luangiua	Luangiua	onto1237	628	leaf	lau	lau	POLLEX	40579	42			l a u
2430	Tongan	Tongan	tong1325	628	leaf	lou	lou	117207	77783	42		lau	l o u
2933	Tikopia	Tikopia	tiko1237	628	leaf	rau	rau	POLLEX	40496	42			r a u
3169	Sikaiana	Sikaiana	sika1261	628	leaf	lau	lau	POLLEX	40584	42			l a u
3423	North_Marquesan	Marquesan	nort2845	628	leaf	àu	àu	POLLEX	40379	42			ʔ a u
3716	East_Futunan	Futuna, East	east2447	628	leaf	lau	lau	POLLEX	40551	42			l a u
4033	Pukapuka	Pukapuka	puka1242	628	leaf	lau	lau	Salisbury-152-2005	40493	42			l a u
4289	Mele_Fila	Fila	mele1250	628	leaf	rau	rau	52375	284073	42			r a u
4480	Ra’ivavae	Ra'ivavae	aust1304	628	leaf	GaueGe	GaueGe	Tamaititahio-1213-2015	291258	42			ɢ a u e ɢ e
4699	Tuamotuan	Tuamotu	tuam1242	628	leaf	rau	rau	POLLEX	40587	42			r a u
4954	Niuean	Niue	niue1239	628	leaf	au	au	POLLEX	105310	42		lau	a u
5211	Rurutuan	Rurutuan	aust1304	628	leaf	rauʔere	rauʔere	Meyer-128-2005	77779	42		raoʔere	r a u ʔ e r e
5470	Futuna_Aniwa	Futuna-Aniwa	futu1245	628	leaf	rau	rau	POLLEX	40602	42		-rau	r a u
5719	Hawaiian	Hawaiian	hawa1245	628	leaf	lau	lau	71458	40393	42			l a u
5977	Rarotongan	Rarotongan	raro1241	628	leaf	rau	rau	POLLEX	40399	42			r a u
